x:  0,   y:  0,   tile: tree
x: 28,   y:  4,   tile: grass
x: 29,   y:  4,   tile: grass
x: 32,   y:  4,   tile: tree
x: 33,   y:  4,   tile: tree
x: 34,   y:  4,   tile: tall_grass
x: 35,   y:  4,   tile: tall_grass
x: 36,   y:  4,   tile: grass
x: 37,   y:  4,   tile: grass
x: 38,   y:  4,   tile: tall_grass
x: 39,   y:  4,   tile: tall_grass
x: 40,   y:  4,   tile: tall_grass
x: 41,   y:  4,   tile: tall_grass
x: 42,   y:  4,   tile: tall_grass
x: 43,   y:  4,   tile: tall_grass
x:  0,   y:  5,   tile: tree
x:  1,   y:  5,   tile: tree
x:  2,   y:  5,   tile: grass
x:  3,   y:  5,   tile: sign
x:  4,   y:  5,   tile: grass
x:  5,   y:  5,   tile: grass
x:  6,   y:  5,   tile: grass
x:  8,   y:  5,   tile: tree
x:  9,   y:  5,   tile: tree
x: 11,   y:  5,   tile: grass
x: 16,   y:  5,   tile: tall_grass
x: 17,   y:  5,   tile: tall_grass
x: 18,   y:  5,   tile: tall_grass
x: 19,   y:  5,   tile: tall_grass
x: 21,   y:  5,   tile: grass
x: 22,   y:  5,   tile: grass
x: 23,   y:  5,   tile: grass
x: 24,   y:  5,   tile: grass
x: 25,   y:  5,   tile: grass
x: 26,   y:  5,   tile: grass
x: 27,   y:  5,   tile: grass
x: 28,   y:  5,   tile: grass
x: 29,   y:  5,   tile: grass
x: 30,   y:  5,   tile: grass
x: 32,   y:  5,   tile: tree
x: 33,   y:  5,   tile: tree
x: 34,   y:  5,   tile: tall_grass
x: 35,   y:  5,   tile: tall_grass
x: 36,   y:  5,   tile: grass
x: 37,   y:  5,   tile: grass
x: 38,   y:  5,   tile: tall_grass
x: 39,   y:  5,   tile: tall_grass
x: 40,   y:  5,   tile: tall_grass
x: 41,   y:  5,   tile: tall_grass
x: 42,   y:  5,   tile: tall_grass
x: 43,   y:  5,   tile: tall_grass
x:  0,   y:  6,   tile: cement
x:  1,   y:  6,   tile: cement
x:  2,   y:  6,   tile: cement
x:  3,   y:  6,   tile: cement
x:  4,   y:  6,   tile: cement
x:  5,   y:  6,   tile: cement
x:  6,   y:  6,   tile: cement
x:  7,   y:  6,   tile: cement
x:  9,   y:  6,   tile: grass
x: 10,   y:  6,   tile: tall_grass
x: 11,   y:  6,   tile: tall_grass
x: 12,   y:  6,   tile: tall_grass
x: 13,   y:  6,   tile: tall_grass
x: 14,   y:  6,   tile: tall_grass
x: 15,   y:  6,   tile: tall_grass
x: 16,   y:  6,   tile: tall_grass
x: 17,   y:  6,   tile: tall_grass
x: 21,   y:  6,   tile: grass
x: 22,   y:  6,   tile: grass
x: 23,   y:  6,   tile: grass
x: 24,   y:  6,   tile: grass
x: 25,   y:  6,   tile: grass
x: 26,   y:  6,   tile: grass
x: 27,   y:  6,   tile: grass
x: 28,   y:  6,   tile: grass
x: 29,   y:  6,   tile: grass
x: 30,   y:  6,   tile: grass
x: 31,   y:  6,   tile: grass
x: 32,   y:  6,   tile: tall_grass
x: 33,   y:  6,   tile: tall_grass
x: 34,   y:  6,   tile: tall_grass
x: 35,   y:  6,   tile: tall_grass
x: 36,   y:  6,   tile: tall_grass
x: 37,   y:  6,   tile: tall_grass
x: 40,   y:  6,   tile: grass
x: 41,   y:  6,   tile: grass
x: 46,   y:  6,   tile: shrub
x: 47,   y:  6,   tile: shrub
x: 48,   y:  6,   tile: shrub
x: 49,   y:  6,   tile: grass
x: 50,   y:  6,   tile: grass
x: 51,   y:  6,   tile: grass
x: 52,   y:  6,   tile: grass
x: 53,   y:  6,   tile: grass
x:  0,   y:  7,   tile: cement
x:  1,   y:  7,   tile: cement
x:  2,   y:  7,   tile: cement
x:  3,   y:  7,   tile: cement
x:  4,   y:  7,   tile: cement
x:  5,   y:  7,   tile: cement
x:  6,   y:  7,   tile: cement
x:  7,   y:  7,   tile: cement
x:  9,   y:  7,   tile: grass
x: 10,   y:  7,   tile: tall_grass
x: 11,   y:  7,   tile: tall_grass
x: 12,   y:  7,   tile: tall_grass
x: 13,   y:  7,   tile: tall_grass
x: 14,   y:  7,   tile: tall_grass
x: 15,   y:  7,   tile: tall_grass
x: 16,   y:  7,   tile: tall_grass
x: 17,   y:  7,   tile: tall_grass
x: 23,   y:  7,   tile: grass
x: 24,   y:  7,   tile: grass
x: 25,   y:  7,   tile: grass
x: 26,   y:  7,   tile: grass
x: 27,   y:  7,   tile: grass
x: 28,   y:  7,   tile: grass
x: 29,   y:  7,   tile: grass
x: 30,   y:  7,   tile: grass
x: 31,   y:  7,   tile: grass
x: 32,   y:  7,   tile: tall_grass
x: 33,   y:  7,   tile: tall_grass
x: 34,   y:  7,   tile: tall_grass
x: 35,   y:  7,   tile: tall_grass
x: 36,   y:  7,   tile: tall_grass
x: 37,   y:  7,   tile: tall_grass
x: 40,   y:  7,   tile: grass
x: 41,   y:  7,   tile: grass
x: 46,   y:  7,   tile: shrub
x: 47,   y:  7,   tile: grass
x: 48,   y:  7,   tile: grass
x: 49,   y:  7,   tile: grass
x: 50,   y:  7,   tile: grass
x: 51,   y:  7,   tile: sign
x: 52,   y:  7,   tile: grass
x: 53,   y:  7,   tile: grass
x:  0,   y:  8,   tile: tree
x:  1,   y:  8,   tile: tree
x:  2,   y:  8,   tile: tree
x:  3,   y:  8,   tile: tree
x:  4,   y:  8,   tile: grass
x:  5,   y:  8,   tile: grass
x:  6,   y:  8,   tile: cement
x:  7,   y:  8,   tile: cement
x:  9,   y:  8,   tile: grass
x: 10,   y:  8,   tile: grass
x: 11,   y:  8,   tile: grass
x: 12,   y:  8,   tile: grass
x: 13,   y:  8,   tile: grass
x: 14,   y:  8,   tile: grass
x: 23,   y:  8,   tile: grass
x: 24,   y:  8,   tile: grass
x: 25,   y:  8,   tile: grass
x: 26,   y:  8,   tile: grass
x: 27,   y:  8,   tile: grass
x: 28,   y:  8,   tile: grass
x: 30,   y:  8,   tile: grass
x: 31,   y:  8,   tile: grass
x: 36,   y:  8,   tile: tall_grass
x: 37,   y:  8,   tile: tall_grass
x: 40,   y:  8,   tile: tall_grass
x: 41,   y:  8,   tile: tall_grass
x: 42,   y:  8,   tile: grass
x: 44,   y:  8,   tile: grass
x: 45,   y:  8,   tile: grass
x: 46,   y:  8,   tile: grass
x: 47,   y:  8,   tile: grass
x: 48,   y:  8,   tile: grass
x: 49,   y:  8,   tile: grass
x: 50,   y:  8,   tile: cement
x: 51,   y:  8,   tile: cement
x: 52,   y:  8,   tile: cement
x: 53,   y:  8,   tile: cement
x: 54,   y:  8,   tile: cement
x: 55,   y:  8,   tile: cement
x: 56,   y:  8,   tile: cement
x: 57,   y:  8,   tile: cement
x: 58,   y:  8,   tile: cement
x: 59,   y:  8,   tile: cement
x:  0,   y:  9,   tile: tree
x:  1,   y:  9,   tile: tree
x:  2,   y:  9,   tile: tree
x:  3,   y:  9,   tile: tree
x:  4,   y:  9,   tile: grass
x:  5,   y:  9,   tile: grass
x:  6,   y:  9,   tile: cement
x:  7,   y:  9,   tile: cement
x: 11,   y:  9,   tile: grass
x: 30,   y:  9,   tile: grass
x: 36,   y:  9,   tile: tall_grass
x: 37,   y:  9,   tile: tall_grass
x: 40,   y:  9,   tile: tall_grass
x: 41,   y:  9,   tile: tall_grass
x: 42,   y:  9,   tile: grass
x: 44,   y:  9,   tile: grass
x: 45,   y:  9,   tile: grass
x: 46,   y:  9,   tile: grass
x: 47,   y:  9,   tile: grass
x: 48,   y:  9,   tile: grass
x: 49,   y:  9,   tile: grass
x: 50,   y:  9,   tile: cement
x: 51,   y:  9,   tile: cement
x: 52,   y:  9,   tile: cement
x: 53,   y:  9,   tile: cement
x: 54,   y:  9,   tile: cement
x: 55,   y:  9,   tile: cement
x: 56,   y:  9,   tile: cement
x: 57,   y:  9,   tile: cement
x: 58,   y:  9,   tile: cement
x: 59,   y:  9,   tile: cement
x:  4,   y: 10,   tile: tall_grass
x:  5,   y: 10,   tile: tall_grass
x:  6,   y: 10,   tile: cement
x:  7,   y: 10,   tile: cement
x:  8,   y: 10,   tile: cement
x:  9,   y: 10,   tile: cement
x: 10,   y: 10,   tile: cement
x: 11,   y: 10,   tile: cement
x: 12,   y: 10,   tile: grass
x: 13,   y: 10,   tile: grass
x: 14,   y: 10,   tile: grass
x: 15,   y: 10,   tile: grass
x: 16,   y: 10,   tile: grass
x: 17,   y: 10,   tile: grass
x: 18,   y: 10,   tile: grass
x: 19,   y: 10,   tile: grass
x: 20,   y: 10,   tile: grass
x: 24,   y: 10,   tile: grass
x: 25,   y: 10,   tile: grass
x: 26,   y: 10,   tile: grass
x: 27,   y: 10,   tile: grass
x: 29,   y: 10,   tile: grass
x: 30,   y: 10,   tile: grass
x: 31,   y: 10,   tile: grass
x: 32,   y: 10,   tile: grass
x: 33,   y: 10,   tile: grass
x: 34,   y: 10,   tile: grass
x: 35,   y: 10,   tile: grass
x: 36,   y: 10,   tile: grass
x: 37,   y: 10,   tile: grass
x: 38,   y: 10,   tile: grass
x: 39,   y: 10,   tile: grass
x: 40,   y: 10,   tile: tall_grass
x: 41,   y: 10,   tile: tall_grass
x: 42,   y: 10,   tile: grass
x: 44,   y: 10,   tile: tall_grass
x: 45,   y: 10,   tile: tall_grass
x: 46,   y: 10,   tile: tall_grass
x: 47,   y: 10,   tile: tall_grass
x: 48,   y: 10,   tile: grass
x: 49,   y: 10,   tile: grass
x: 50,   y: 10,   tile: grass
x: 51,   y: 10,   tile: grass
x: 52,   y: 10,   tile: grass
x: 53,   y: 10,   tile: grass
x:  4,   y: 11,   tile: tall_grass
x:  5,   y: 11,   tile: tall_grass
x:  6,   y: 11,   tile: cement
x:  7,   y: 11,   tile: cement
x:  8,   y: 11,   tile: cement
x:  9,   y: 11,   tile: cement
x: 10,   y: 11,   tile: cement
x: 11,   y: 11,   tile: cement
x: 12,   y: 11,   tile: grass
x: 13,   y: 11,   tile: grass
x: 14,   y: 11,   tile: grass
x: 15,   y: 11,   tile: grass
x: 16,   y: 11,   tile: grass
x: 20,   y: 11,   tile: grass
x: 21,   y: 11,   tile: grass
x: 22,   y: 11,   tile: grass
x: 23,   y: 11,   tile: grass
x: 24,   y: 11,   tile: grass
x: 25,   y: 11,   tile: grass
x: 26,   y: 11,   tile: grass
x: 27,   y: 11,   tile: grass
x: 29,   y: 11,   tile: grass
x: 30,   y: 11,   tile: grass
x: 31,   y: 11,   tile: grass
x: 32,   y: 11,   tile: grass
x: 33,   y: 11,   tile: grass
x: 34,   y: 11,   tile: grass
x: 35,   y: 11,   tile: grass
x: 36,   y: 11,   tile: grass
x: 37,   y: 11,   tile: grass
x: 38,   y: 11,   tile: grass
x: 39,   y: 11,   tile: grass
x: 40,   y: 11,   tile: tall_grass
x: 41,   y: 11,   tile: tall_grass
x: 42,   y: 11,   tile: grass
x: 44,   y: 11,   tile: tall_grass
x: 45,   y: 11,   tile: tall_grass
x: 46,   y: 11,   tile: tall_grass
x: 47,   y: 11,   tile: tall_grass
x: 48,   y: 11,   tile: grass
x: 49,   y: 11,   tile: grass
x: 50,   y: 11,   tile: grass
x: 51,   y: 11,   tile: grass
x: 52,   y: 11,   tile: grass
x: 53,   y: 11,   tile: grass
x:  4,   y: 12,   tile: tall_grass
x:  5,   y: 12,   tile: tall_grass
x:  6,   y: 12,   tile: tall_grass
x:  7,   y: 12,   tile: tall_grass
x:  8,   y: 12,   tile: tall_grass
x:  9,   y: 12,   tile: tall_grass
x: 10,   y: 12,   tile: tree
x: 11,   y: 12,   tile: tree
x: 13,   y: 12,   tile: grass
x: 14,   y: 12,   tile: grass
x: 15,   y: 12,   tile: grass
x: 16,   y: 12,   tile: grass
x: 17,   y: 12,   tile: grass
x: 23,   y: 12,   tile: grass
x: 24,   y: 12,   tile: grass
x: 25,   y: 12,   tile: grass
x: 26,   y: 12,   tile: grass
x: 27,   y: 12,   tile: grass
x: 29,   y: 12,   tile: grass
x: 30,   y: 12,   tile: grass
x: 31,   y: 12,   tile: grass
x: 32,   y: 12,   tile: grass
x: 33,   y: 12,   tile: grass
x: 34,   y: 12,   tile: grass
x: 36,   y: 12,   tile: tree
x: 37,   y: 12,   tile: tree
x: 38,   y: 12,   tile: grass
x: 39,   y: 12,   tile: grass
x: 40,   y: 12,   tile: grass
x: 41,   y: 12,   tile: grass
x: 42,   y: 12,   tile: grass
x: 44,   y: 12,   tile: tall_grass
x: 45,   y: 12,   tile: tall_grass
x: 46,   y: 12,   tile: tall_grass
x: 47,   y: 12,   tile: tall_grass
x: 48,   y: 12,   tile: tall_grass
x: 49,   y: 12,   tile: tall_grass
x: 50,   y: 12,   tile: tall_grass
x: 51,   y: 12,   tile: tall_grass
x: 52,   y: 12,   tile: tall_grass
x: 53,   y: 12,   tile: tall_grass
x:  4,   y: 13,   tile: tall_grass
x:  5,   y: 13,   tile: tall_grass
x:  6,   y: 13,   tile: tall_grass
x:  7,   y: 13,   tile: tall_grass
x:  8,   y: 13,   tile: tall_grass
x:  9,   y: 13,   tile: tall_grass
x: 10,   y: 13,   tile: tree
x: 11,   y: 13,   tile: tree
x: 22,   y: 13,   tile: grass
x: 23,   y: 13,   tile: grass
x: 24,   y: 13,   tile: grass
x: 25,   y: 13,   tile: grass
x: 26,   y: 13,   tile: grass
x: 27,   y: 13,   tile: grass
x: 31,   y: 13,   tile: grass
x: 36,   y: 13,   tile: tree
x: 37,   y: 13,   tile: tree
x: 44,   y: 13,   tile: tall_grass
x: 45,   y: 13,   tile: tall_grass
x: 46,   y: 13,   tile: tall_grass
x: 47,   y: 13,   tile: tall_grass
x: 48,   y: 13,   tile: tall_grass
x: 49,   y: 13,   tile: tall_grass
x: 50,   y: 13,   tile: tall_grass
x: 51,   y: 13,   tile: tall_grass
x: 52,   y: 13,   tile: tall_grass
x: 53,   y: 13,   tile: tall_grass
x:  4,   y: 14,   tile: tall_grass
x:  5,   y: 14,   tile: tall_grass
x:  6,   y: 14,   tile: tall_grass
x:  7,   y: 14,   tile: tall_grass
x:  8,   y: 14,   tile: tree
x:  9,   y: 14,   tile: tree
x: 10,   y: 14,   tile: tree
x: 11,   y: 14,   tile: tree
x: 12,   y: 14,   tile: tree
x: 13,   y: 14,   tile: tree
x: 14,   y: 14,   tile: grass
x: 15,   y: 14,   tile: grass
x: 16,   y: 14,   tile: grass
x: 17,   y: 14,   tile: grass
x: 18,   y: 14,   tile: grass
x: 19,   y: 14,   tile: grass
x: 20,   y: 14,   tile: grass
x: 21,   y: 14,   tile: grass
x: 22,   y: 14,   tile: grass
x: 23,   y: 14,   tile: grass
x: 24,   y: 14,   tile: grass
x: 25,   y: 14,   tile: grass
x: 26,   y: 14,   tile: grass
x: 27,   y: 14,   tile: grass
x: 28,   y: 14,   tile: grass
x: 29,   y: 14,   tile: grass
x: 30,   y: 14,   tile: cement
x: 31,   y: 14,   tile: cement
x: 32,   y: 14,   tile: grass
x: 33,   y: 14,   tile: grass
x: 34,   y: 14,   tile: tree
x: 35,   y: 14,   tile: tree
x: 36,   y: 14,   tile: tree
x: 37,   y: 14,   tile: tree
x: 38,   y: 14,   tile: tall_grass
x: 39,   y: 14,   tile: tall_grass
x: 40,   y: 14,   tile: tall_grass
x: 41,   y: 14,   tile: tall_grass
x: 42,   y: 14,   tile: tall_grass
x: 43,   y: 14,   tile: tall_grass
x: 44,   y: 14,   tile: tall_grass
x: 45,   y: 14,   tile: tall_grass
x: 46,   y: 14,   tile: tall_grass
x: 47,   y: 14,   tile: tall_grass
x:  4,   y: 15,   tile: tall_grass
x:  5,   y: 15,   tile: tall_grass
x:  6,   y: 15,   tile: tall_grass
x:  7,   y: 15,   tile: tall_grass
x:  8,   y: 15,   tile: tree
x:  9,   y: 15,   tile: tree
x: 10,   y: 15,   tile: tree
x: 11,   y: 15,   tile: tree
x: 12,   y: 15,   tile: tree
x: 13,   y: 15,   tile: tree
x: 14,   y: 15,   tile: grass
x: 15,   y: 15,   tile: grass
x: 16,   y: 15,   tile: grass
x: 17,   y: 15,   tile: grass
x: 18,   y: 15,   tile: grass
x: 19,   y: 15,   tile: grass
x: 20,   y: 15,   tile: grass
x: 21,   y: 15,   tile: grass
x: 22,   y: 15,   tile: grass
x: 23,   y: 15,   tile: grass
x: 24,   y: 15,   tile: grass
x: 25,   y: 15,   tile: grass
x: 26,   y: 15,   tile: grass
x: 27,   y: 15,   tile: grass
x: 28,   y: 15,   tile: grass
x: 29,   y: 15,   tile: grass
x: 30,   y: 15,   tile: cement
x: 31,   y: 15,   tile: cement
x: 32,   y: 15,   tile: grass
x: 33,   y: 15,   tile: grass
x: 34,   y: 15,   tile: tree
x: 35,   y: 15,   tile: tree
x: 36,   y: 15,   tile: tree
x: 37,   y: 15,   tile: tree
x: 38,   y: 15,   tile: tall_grass
x: 39,   y: 15,   tile: tall_grass
x: 40,   y: 15,   tile: tall_grass
x: 41,   y: 15,   tile: tall_grass
x: 42,   y: 15,   tile: tall_grass
x: 43,   y: 15,   tile: tall_grass
x: 44,   y: 15,   tile: tall_grass
x: 45,   y: 15,   tile: tall_grass
x: 46,   y: 15,   tile: tall_grass
x: 47,   y: 15,   tile: tall_grass
x:  0,   y: 16,   tile: tree
x:  1,   y: 16,   tile: tree
x:  2,   y: 16,   tile: tree
x:  3,   y: 16,   tile: tree
x:  4,   y: 16,   tile: tree
x:  5,   y: 16,   tile: tree
x:  6,   y: 16,   tile: tree
x:  7,   y: 16,   tile: tree
x:  8,   y: 16,   tile: tree
x:  9,   y: 16,   tile: tree
x: 10,   y: 16,   tile: tree
x: 11,   y: 16,   tile: tree
x: 12,   y: 16,   tile: tree
x: 13,   y: 16,   tile: tree
x: 14,   y: 16,   tile: tree
x: 15,   y: 16,   tile: tree
x: 16,   y: 16,   tile: tree
x: 17,   y: 16,   tile: tree
x: 18,   y: 16,   tile: tree
x: 19,   y: 16,   tile: tree
x: 20,   y: 16,   tile: tree
x: 21,   y: 16,   tile: tree
x: 22,   y: 16,   tile: tree
x: 23,   y: 16,   tile: tree
x: 24,   y: 16,   tile: grass
x: 25,   y: 16,   tile: grass
x: 26,   y: 16,   tile: grass
x: 27,   y: 16,   tile: grass
x: 28,   y: 16,   tile: grass
x: 29,   y: 16,   tile: grass
x: 30,   y: 16,   tile: cement
x: 31,   y: 16,   tile: cement
x: 32,   y: 16,   tile: cement
x: 33,   y: 16,   tile: cement
x: 34,   y: 16,   tile: cement
x: 35,   y: 16,   tile: cement
x: 36,   y: 16,   tile: grass
x: 37,   y: 16,   tile: grass
x: 38,   y: 16,   tile: grass
x: 39,   y: 16,   tile: grass
x: 40,   y: 16,   tile: tall_grass
x: 41,   y: 16,   tile: tall_grass
x: 42,   y: 16,   tile: tall_grass
x: 43,   y: 16,   tile: tall_grass
x:  0,   y: 17,   tile: tree
x:  1,   y: 17,   tile: tree
x:  2,   y: 17,   tile: tree
x:  3,   y: 17,   tile: tree
x:  4,   y: 17,   tile: tree
x:  5,   y: 17,   tile: tree
x:  6,   y: 17,   tile: tree
x:  7,   y: 17,   tile: tree
x:  8,   y: 17,   tile: tree
x:  9,   y: 17,   tile: tree
x: 10,   y: 17,   tile: tree
x: 11,   y: 17,   tile: tree
x: 12,   y: 17,   tile: tree
x: 13,   y: 17,   tile: tree
x: 14,   y: 17,   tile: tree
x: 15,   y: 17,   tile: tree
x: 16,   y: 17,   tile: tree
x: 17,   y: 17,   tile: tree
x: 18,   y: 17,   tile: tree
x: 19,   y: 17,   tile: tree
x: 20,   y: 17,   tile: tree
x: 21,   y: 17,   tile: tree
x: 22,   y: 17,   tile: tree
x: 23,   y: 17,   tile: tree
x: 26,   y: 17,   tile: grass
x: 27,   y: 17,   tile: grass
x: 28,   y: 17,   tile: grass
x: 29,   y: 17,   tile: grass
x: 30,   y: 17,   tile: cement
x: 31,   y: 17,   tile: cement
x: 32,   y: 17,   tile: cement
x: 33,   y: 17,   tile: cement
x: 34,   y: 17,   tile: cement
x: 35,   y: 17,   tile: cement
x: 36,   y: 17,   tile: grass
x: 37,   y: 17,   tile: grass
x: 38,   y: 17,   tile: grass
x: 39,   y: 17,   tile: grass
x: 40,   y: 17,   tile: tall_grass
x: 41,   y: 17,   tile: tall_grass
x: 42,   y: 17,   tile: tall_grass
x: 43,   y: 17,   tile: tall_grass
x: 60,   y:  8,   tile: cement
x: 60,   y:  9,   tile: cement
